text,sentiment
_jane   hope yours will go away quicker than mine 10 weeks now and counting,positive
cinema tonight  it is half the price on monday ,positive
hmv shinjuku,neutral
babysitting in the sun and heat im getting lots of freckles,negative
tried to swat a fly with my buddhist magazine bad karma,negative
 whew  im just going to focus on family time and more swim suit shopping for the rest of my vacay thanks for the kind words,positive
yo somebodys mother just came to the club dresses like shes going straight to church after the club i feel like im going to hell 4  ,neutral
 where r u yvonne havent seen u in the google groups in a day or so miss ya,negative
i wish saturday night fever was on again i couldnt stay up lastnite for the whole thing,neutral
im all scared and bruised,negative
 i think you were dreaming that  however my memory does suck so maybe not,negative
 just that youre not here,neutral
 nope im on my way home now,neutral
 aw that song makes me think of girl scouts,positive
 yes i do ill try posting some pics when i can,neutral
god i love quizzes when i get my phone im gonna be on it 247 doing facebook quizzes,positive
 most definitely will  also i wanted to say perfect time was my favorite track it seriously made me tear up,neutral
 hey jess where is josh,neutral
 you dont even care about there their and theyre,neutral
i wish the weather would be slightly less rainy so i could use the hot tub,positive
 i rarely sleep cant help it   hehe,negative
its raining  i cant go out to jogging i have to do it in my house gym,neutral
 whats the matter,neutral
 lol i like challenges  the more impossible the more i want to try,positive
 yes yes you should especially with wine and mushrooms ummm i love mushies,positive
soo  stressed outi think i could possibly lose it,positive
currently brushing up on the art and science of selecting good domain names after having 550 domains the year before with poor results,neutral
 i cant go to the grocery store on an empty stomach thats trouble i wanna see ur show but not sure ill get to  let u kno,negative
   bummer  i hope it doesnt continue too long,negative
_graham yerrrr sameee haha its the way he plays edward i thinkk mmmm,positive
i forget how much i miss my tribe til i have limited access to talking to them spotty internet in the country so i wont be here long,positive
says alright alright im going already sheesh well better be off early than late  httpplurkcomprpbd5,neutral
just took my shirt off and my back is covered in blisters  httpbitlyvuixg,negative
just read a book called gamer girl and it wasnt too bad,negative
 yo what happened to my invite,neutral
 oooommmmggg you probs will too busy to slay properly for a while  hopefully ill stay ahead doing 1 task a week,neutral
a short 525 hours left to go at work,neutral
 i am thinking about reading that too she is talking about it on the view too not that you miss it often,neutral
i need a good idea fast,positive
youve got to read it downwards for it to make sense,neutral
yesterday and today was my weekendback to work 2moro,neutral
 im doing that  right now  im on vacation and you got me workin,neutral
starting twitter,neutral
 whered that  come from no pup for now but certainly in the near future maybe a beagle it depends i do muss my fatboy,neutral
 until i break up with you via a 27 second phone call,neutral
i dont wanna work tonight,negative
 also happy mothers day,positive
 thank you  i love my tattoos they are all very special to me  my feet ones are beautiful  ,positive
its such a romantic novel i cried in the end  now im going to bed im so tired,neutral
 you know i am so ashamed i did not watch a single episode of the new gh season  i kept falling asleep so i gave up,negative
 itll be close but hopefully they can figure it out  theyll be eating nothing but those cookies for the week tho,neutral
 i burned my legs  x,negative
 really awesomeim mad cuz my followers r goin down  take a breath,neutral
and to jamess we go,neutral
time to play the drums,neutral
 i agree however i cant sell  until im a full brick  motar store  soon though hopefully,neutral
i have a job at camp  only downfall no midnight showing of harry potter for me,neutral
eating lunch then school,neutral
there is always one joykill in the crowd    haters,negative
my brother is making banana shake yesterday he made mango shake hes our shake guy,neutral
the work got me back100 percent monday feeling,neutral
 if u dont win u can always roll on my pass lol i dont have anyone to take,neutral
 let me guess antiques  collectibles  anywhere else youd like to be,neutral
finally a beautiful sunny day in atlanta too bad im stuck inside working,neutral
thanks iphone you kept me up till 1 am ,neutral
 ill be sure to,neutral
 well my question is on your blog post,neutral
omgosh its 79 degrees and im sweating and miserable  what am i gonna do when i visit the atx needac needac,negative
  you could have just called or told me in person you didnt have to humiliate me in front of the whole twitterverse,negative
_jlh lol thats a special kind of magic though   and did you see the special on discovery  they think nessie died,neutral
 o and i missed it and ill miss the rpt 2mrw  oh well theres youtube sunday i guess thanks andrew,neutral
jus got hom fr tda funeral im so sad i cried so much times much love grandpa3 i never got to say my last goodbye to him,negative
 will do of will did lol  great episode,positive
fully inspired to write a song,positive
 though it was a cold that would go away turns out its a sinus infection that just keeps getting worse and worse by the day,negative
 ali just like you do   have such a wonderful sunday,positive
will be working at 711 this summer,neutral
just used my last dvdr for the windows 7 iso next batch will be lightscribe dicsc  i want to see how that works,neutral
 is it true that you love brazil more than australia  nitey,positive
gettin ready to hit up the mall wmy mom  jayden  do all things wfaith,positive
 whats the focus of your sunday 4e game,neutral
i ate too much ice cream and curly fries,neutral
  im trying to get myself moving this morning,neutral
_beag     i hate cat pee,negative
last call,neutral
valium makes you feel goood i need more i cant fall back asleep i want my mommy,neutral
 httptwitpiccom4wlpv  whooooooooooooa ang ganda ko dito ha  thank you,positive
 jia you ,neutral
after 11 monthsback to twitter again,neutral
dammit  i need new cupcake tins,negative
ahhhh very sad,negative
 well im glad im not the only one mines so bad im having to resort to pulling out the old hairband disguises,neutral
 didnt even reply to me about how old you are tomorrow,neutral
 im pleased hun,positive
 hey hey ready to come to oklahoma,neutral
_liden thanks for the follow tove,positive
 have a fantastic time in paradise and drink a few margeritas for me,positive
its raining and im outside without an umbrella,neutral
that little girl on bgt  omggg how can people not feel sorry for her,negative
yup def swine flu i think it was the sausage,neutral
 thats tonight cool,positive
new article httptinyurlcomc6mek5 let me know what you think,neutral
 me too tatiiiii,neutral
 have a good day  im checking out hugh today also be on lookout for best cassoulet recipe you will have ever tasted,positive
nice night should be golfing,positive
 signin autographs would be boring i think get wasted 2nite have fun im stuck at work,neutral
it is possible to frown while eating a frosty,neutral
sad that christian lacroix had to file bankruptcy,negative
stupid my ipod is taking forever to load,negative
jessie has gone away 4 the weekend i miss her already,negative
sitting in a shadow of the tree in the heart of the city listening to panicwaiting for the bus  thankswindfor being so pleasant a ,positive
woke up early this morning  not happy bout that headache dizzy cant breathe yeh im still sick,negative
 nevermindi kept reading and see yall r gonna be in williamsburg   ill mind my business now lol,negative
fingers crossed that my neighbor can sign for my ups package today otherwise it may be byebye pretty skirts,neutral
alice doesnt know what to wear to the cinema  3,negative
yeah yesterday i turned 16 my parents rented me out a hummer limo it was pretty cool,positive
 aww dont cry ashley,positive
i didnt bring my pokemon with me i forgot them at home,neutral
has to go to sleep but is not sleepy at all,neutral
 love it i wish my other half could even name web design ladies,positive
 and i still recall how helpful you were way back when as i struggled on an ar contest question,positive
had a great weekend but ate too much i think  i am looking forward to my trip to hobart on friday the 15th,positive
 hushstop teasing,negative
im wearing a certain tye dye tshirt at the moment and it misses its 8 counterparts,negative
 gotcha  lets meet up  the twitt cafe,neutral
is feeling sick  oh well i reckon those people on the bus cursed me anyways nighty night all,negative
that didnt take long a fragment of bone did not heal to the major bone it is now being reabsorbed by my body may need fix in future,neutral
  happy belated birthday hun my net broke  this is the first chance ive had to get online luff yooooooo xxxxxxxx,positive
i  think  i read strawberries  its hard to have a fav char in your comics i like bad rabbit and the stud chic  sent to kid,neutral
your the supporter  its totally up to you,neutral
_marie justin timberlake is sooo funny,positive
get yer freak onits monday have a great one if its possible to have a great monday,positive
i just managed to stab a piece of bhuja hot of course into the roof of my mouth blood everywhere  well at least in my mouth,neutral
   i love you,positive
 a steak burrito bowl right i wish i wasnt too lazy to go downtown,negative
 hahaha chivalrys not dead just rare,positive
awww holly  shes so cute i hope they let her sing again,positive
 omg that was my twin sisters fav song,positive
moving offices  im going to miss you hollywood,negative
my girl friend also dropped me,neutral
off to a wedding,neutral
 probably not kinda expensive and we have to work most people have off weekends we work,negative
 shame freud cant follow up on those implications,negative
 yes the pool opened this weekend,neutral
is all alone for the evening,neutral
might still be eating and drinking then,neutral
farewelling an employee tonight,neutral
everyones just set to away on msn nobody to talk to ,negative
 i skyped u  las nite,neutral
i like rio ferdinand  when hes wearing an england jersey,positive
truly sad my cheap little camcorder just shot craps,negative
sweet nk dreams love you all,positive
is obsessing over chris pine  heehee,neutral
fear crept in but its already been dismissed now let me do this thing right coz this time the feelings are there and its so different,negative
is ugh what a miserable looking day 54 degrees where did summer go,negative
i am so bored i really dont know what to do,negative
 woot you go girl,neutral
from twitterberry moved to ubertwitter  suffered from bb cache errors,negative
 how poetic great going keep them coming,positive
 thanks stephen appreciate it,positive
totally just got hit on by one of her bar guests ha hayay me,neutral
  i hate when that happens i hope you figure it out soon,neutral
 well miss you im sad i didnt get to meet you,negative
completely excellent dave matthews concert jason mraz opened  i heard stay or leave  crush for the first time live,positive
spoke about culture to some of our rackers over at the castle now time for some awesome mexican food no drinkingantibiotics,positive
_twitz lolhiiii yourself maybe lay off the patron and down a bottle of water,neutral
on my way homee  i love long car rides3,positive
tiiiired but i cant sleep,negative
 you were greeeeeeaaaaatttttttt babe it was amazing,positive
not well again   its definitely not hayfever,negative
thinking about recent job opportunities and hoping to get one and gettng ready for church,positive
my poor little 7mth old was taken to hospital yesterday we are syringe feeding him at home because he doesnt want to drink,negative
 graverobber graverobber sometimes i wonder why i even bother have fun tonight,positive
so  is on snl tonight its going to be a hilarious,positive
got to see 2 of my favorite guys back on long island  heading back to the city tomorrow or monday to be with the boyfriend 3,negative
you tell yo mamma an em i axe how she durrin and that i said happy mothers day,positive
i dont want her to leave,neutral
httptwitpiccom66xjl  an hour in the sun turned me into a blancmange sucks to be pale,negative
 aww  happy mothers day to you too girlie kingston is lucky to have such a great mommy,positive
 oh really  hopefully it was a good one i just was trying to get your attention thats all,positive
  let me check sirs,neutral
bout to knock out feelin a lil sick  peace yall,negative
yay playing scattegories and being random with joel may  sherman,neutral
_corruptedangel my god really really 50 christ,neutral
httptwitpiccom67ofz  ugh grosss,negative
 if you can and know how why not,neutral
like wat do i do wat do i doha i got it ill go 2 mushygushy so peace out twitter dudes i got a gushy gram 2 make,neutral
 i need a hug cuz these garbage truck men keep driving next to me whistling and im working too hard 2 graduate,positive
 that was fantastic thank you,positive
_r one of mine is a potential winner i think could be quite easy to code but i might sit on it for now,neutral
34 hours sleep last night  barely functioning,negative
 thank you  usually the learning happens after i get a little rest and review my notes  which reminds me id better get some rest,positive
i hear its a scorcher back home  all weve got here are clouds  back in the studio maybe if were lucky we might get 2 songs done 2day,neutral
 so technicallyi havent really gotten out of bed so i think youre right and im gonna stay here,neutral
 yeah ill probably stop when all of my stories are completely finished that wont be for a while though wide awake,negative
 nope  its been years since its happened like this,neutral
trying this twitter thing out facebook is finally a routine for me now i need to figure out how to do the twitter thing,neutral
 see u next saturday with mr ,neutral
 i miss you terribly,negative
 ill have to be more creative in choosing my next alias  adding the n to the front obviously was not stealthy enought,neutral
_s  tried to reply back to you but you need to follow me for me to dm  we have many friends in common is the short answer,neutral
i bought a leica m8 charger arrived doa called leica  got transferred around and left a vm  atleast the rf isnt misaligned,neutral
oh yeah the camera clipping problems with void are now completely fixed  yay me for fiddling about,positive
 all of em hahahahaha sry,neutral
got the twilight board game today  good old ebay,positive
48 laws of power by robert greene its a little bit much for me but is anyone interested in a copy dm me if you are,positive
 im a real boy goddamit guh apostro i feel sad the library lady thinks im stupid shes stupid  j,negative
  ive run out of earl grey so having lemon tea instead then whb for me too,negative
finally made it to the qchappy mothers day  got my car,positive
 now im done good nite,positive
  i have no one to watch it with ma peeps  are actually focused on their finals already,negative
 oh its been so long i cant remember,negative
download movie  notorious httptinyurlcomd2u4gs cool movie,positive
want to hang out with beth and tenaya and their hubbys tonightbut jon wants to hang out with some other people,neutral
talking to sarah and lisa,neutral
tweeterizing from a mobile,neutral
 hi waking up and not lazy at all you would be proud of me 8 am here btw nice colour not burnt,positive
seagull hates me and im utterly depressed about it i miss him,negative
i want to get super pretty  and i want a cig,neutral
wasabi is recovering from surgery  httpappsfacebookcomdogbookprofileview6121231,positive
omg no icecream,negative
is going to school  leave me stuff,neutral
have to run ill be on later and hopefully can catch everyone i missed today working on web is a bear and so i miss a lot,neutral
gosh watchin cosmetic surgery nightmares on itv  it is awful,negative
ive been passed out drunk for the passed couple of hours  good to go now,neutral
    grr my stupid meebo is disconnecting me every 5 seconds,negative
 lmao just saw this that sounds hella good i have a hair appt at 7,positive
ooh new bonkers is out tomorrow nearly forgot about that,neutral
 im not sure but 4719 fans in just a week is a wow to me i guess they will soon overtake other malaysian page to be no1,positive
im so tired and sick  i have to be better on sunday so i can sing morning and night,neutral
i love the video for da funk by daft punk,positive
 how lovely,positive
packing gym bag off to the gym in a bit squee im my happiest whem im on the go,positive
happy mothers day mommy  i love you so much dono what id do without you ,positive
homework  study guides,neutral
grrr hate when i make careless mistakes on docs i give to my partner,negative
 at least hes in breakthrough performance tho i just wanted him nominated in his own category,neutral
the 3d version of up sold out   regular version it is,neutral
and its gone,neutral
_rugged_man hi vishal,neutral
finally now i am me again  i had to use internet explorer  firefox issues   back to normal tweeting,neutral
its friday but i have to work the weekend,neutral
feeling some butterflies today   study study study contracts gonna ace this then on to the writeon competition for the journals,positive
now comes the fun part  because you can find only a few offers per country or you live outside us your changes can be quite tiny,positive
watched yes man it was good  httptinyurlcomdbrc88,positive
 she forgot her words and then started crying  and she stopped singing but then carried on and then cried again so she stopped,negative
 hey sherri  dont give up bc theyre married they may have a brother or a friend,positive
sorry just think  25 hrs till 2 days off,neutral
 i cant im on my ipod and it doesnt have im,negative
okay so i thought i was getting sick but nope  hahaha phew sry mike lol  hope you get better soon,positive
grrrr youtube wont let me watch the  chat again,negative
 well that propels people to change direction no point wasting your days on something you lost the passion for,negative
hour fifteen drive just left bored and ate half my food already,negative
contemplating getting my hair cut and having severe anxiety about it,negative
i am seriously addicted to talking to people haha but i love it so i dont care and you cant tell me otherwise jerk,neutral
excitement 8 new followers overnight sadness 6 of them are ad bots,negative
 sorry demi just read post that you can attend bgt im sure your support for sb has helped tho  a world without paps plzz,negative
i wish i could go to meet in the middle tomorrow,positive
 pauly wallly  you made my life  happy as hell and i love you x3 you should reply back to me,positive
lovin    _bailon soooo much right now,neutral
bye la i already miss you,negative
 haha dork  that sounds so yummy  share,positive
ahhh i think my legs are burnt  they hurt,negative
 its trashy and sensationalistso yes,negative
 hahaha now ur gonna tweet i awoke to 67 the other night haha man the concerts here suck calis da place 2 be,neutral
happy star wars day,positive
 thanks for the follow,positive
 httptwitpiccom3ernb  loving the jumper,positive
oh fml its probs gunna be at shepards bush  i hate it there,negative
 unfortunatly just about to start making my way home  but via singapore for a gig too so fun aint over  just yet ,neutral
 i wish we had sun lollies for me to get addicted  what flavour,positive
im such a saddo haha but that actually makes me really happy warrens dead though,neutral
 are you in need of another kiss attack,neutral
 hehe i can almost hear out of my right ear now  can you yet,positive
nku  i can get that app after all,neutral
 saw a whole lot of your stuff at africa joy casterbridge farm white river in mpumalangawas quite thrilled to see ur stuff,positive
_mom emailed you  itll be on the porch anytime if you come tomorrow well have to miss you dont worry about knocking,neutral
tweetioi in class is a real problem  taylor,negative
 hey hunnie  how are u i miss talkin to u ty for the follow,neutral
i think im broke again  ,negative
httptwitpiccom4jco5  the result of working the greenblack fingers,neutral
maaaaan i spent an hour on a project for work only to have the computer bork and crash and lost it all,neutral
has made a decision and will stick to it although im really not sure its the right one,negative
ahhhhh processing shipment  sooooooo much,neutral
i cant find   hope he didnt get eaten by anything last nighthe jumped off the deck   he just wont stay in safe sigh,negative
my poor baby girl is poorly  x,neutral
 whooo baby good luck,positive
_d aaaww thats so good to know im glad james is doing great  we love you guys kisses from venezuela,positive
does real detroit weekly not have a websiteoh the horror the horror,negative
is going to be off line for the rest of the day made some progress on a game over the weekend  you may not like me again,negative
omgod im soooo tired    i dont think i have the energy to film today lol,negative
  is all mine  twpp shadez,neutral
writing an essay in college writing  so boring,negative
just heard good vibrations and i thought of charlie dying on lost,neutral
 i am surprised you havent fired  for announcing the whole world of they body theyd found selfish,negative
 haha i see  go wear blue  heey ur watching jonas hahaha  havent watched any ep yet hope it shows here soonp,positive
 itd be nice but soon well have to pay to tweet,neutral
 how do you win the trip to america please reply xo,neutral
 hahaha yes i am  lil jon is the freakin jizzle u know i named my 1st puppy after u lil jizzleremember lolxoxox,neutral
wonders why her karma points turned into 000  httpplurkcompwxj54,neutral
the sun is shining  have a great day,positive
chazs daily happenings 2231 watching er instead of a dvd end of an era   1109 the sun is out wooo   httptinyurlcomlgwrum,neutral
 hahaha thats a cool pic that sal made of daniel and you lol,positive
 your sweetie is very lucky too  liberty,positive
anyone have a super nintendo controller they want to sell me mine broke,negative
 go to mid valley la   haha never mind la i dont wanna go with you anyways,neutral
attempting to sleep my puppy is sick already,negative
 i wanted to see that  enjoy it,positive
hah finally got home,neutral
is sick in the doctors waiting room,negative
why did i drive and how did i make it ahh margaritas are the best,positive
 omg wow  i hope everything is ok now,positive
lazy day staying off the foot as much as possible,neutral
thingsmummysaid  you are the result of a broken condom,negative
 oh okay cool i love the fast and the furious cant wait to see the new one,positive
so yeah things arent going so well for me im getting to feel like i havent felt in a long long time,negative
yes reprieve one paper pushed back until friday that leaves just three more pages due by 400pm not even a problem,positive
spending some quality time with my fender tele deluxetrue love,positive
hmm icecream for breakfast  springtime,neutral
wishing i could have seen my nephew graduate from kindergarten,negative
 i l u so much  see u at school todaay,positive
britains got torture  edelcries,negative
  its suzi,neutral
 its amazing the dvds ill put on my netflix list just based on the trash potential inherent in their titles,positive
_august84  requoting the gyaan  the more you live life the more you fail to notice how you live it  quote by muthu,neutral
perkinz  idk wat after dat tho maybe sum  lol,neutral
  youre silly,negative
its 115 am and i hear a helicopter flying over my house thats kind of weird in other news my headache is back booooo,negative
 rofl u did  hahaha lemme tell salman munir p p,positive
 yea way to go super excited for a great midwest resource midwest pride,positive
hi  i have the net yayy im here for a short time though,positive
loving the sunshine wish poor richie would feel better,positive
and were in,neutral
 heyy i have a sis of 1 year with 5 months and still she don t want to walk,negative
  hey is your site down i was going to listen to the web stream but cant get to the site,negative
my mind is racing  bc of 4 words he wrote  i hate him but i hate her most  and i cant keep from falling for him,negative
 i hope so  eclipse is up and running again btw  httptinyurlcomd792yd,neutral
uh happy mothers day mum,positive
_bebop thats lame sorry,negative
 morning  how are you,neutral
_ cheer up lizzi there will b another foh hero concert   but still i suppose we can b upset  xoxoxo,negative
 ill most definitely write about it i look forward to your article on re5 if you do write about it it should be fun,positive
 hugs 4 kathy though my moms in heaven i know shes smiling at my accomplishments  all the people who keep me positive,positive
 oh noes i missed you again,negative
 i dont have anything being fwd through to mobileme and the last week ive gotten at least 4 5 spam messages a day,neutral
 ive been spending time wmy momma were celebrating mothers day for her early  ive been good how was woodburn,positive
 heard that your dad would be going here in september would you also come with him,neutral
 i heard it was disappointing which i am disappointed by before ive even seen it  what a waste of c bale,negative
   mandarinmonday,neutral
 yeah i thought that was very little warning for you guys   i dont miss 129 shifts 6 dayswk with no break thats for sure,negative
right i now need breakfast lets see if i can make it while tweeting  what am i thinking im a bloke multitasking is out lol,neutral
 ill teleport it straight to you,neutral
59 may be my new fav number,positive
so i have done absolutely nothing all day todayhow pitiful is thatsmdhguess i cant go out 2nite i gotta work  booo ,negative
sad casue everyone is going their seperate ways never going to see my friends again,negative
 cool np its got me working on a series of designs,positive
have to sell my car its costing me too much can now afford one rollerskate bye bye petey,negative
  do it at like like 9 causeee im babysitting haha or you should call me causeee im kinda bored right now,negative
_jim i so much want to see the screen adaptation of kick  but once i found out nick cage was in it my heart sank,negative
oh it is so sunny,negative
 oh noes  hope you feel better soon my head sympathizes with yours,positive
sunburn is really bad now regretting sitting in the sun without suncream now,negative
i feel like im on alott of drugs,negative
 hehe his name was jack dawson  he died on the titanic  u c that movie mileyim watching it rite now amazingtell leo i3him,neutral
 oic where in cavite no sorry im not from america  if you can see my profile theres no word like america there,neutral
my throat hurts  gonna go read and go to bed text mee,negative
watching old skool fall out boy vids,neutral
 join the club,neutral
y_spitta was caught in traffic around the howlin wolf for about 30mins i was wondering wth was going onmusta been nice,positive
 agreedthis time of the year we should change the motto to the soggy statemy backyard looks like a swimming pool,neutral
 ohhh i really want to see coraline it seems really good,positive
why is it so  cold ,negative
 fatty omg i just found the worst  out and idk what to do i need to talk to you hopefully i see you when you get off work,neutral
 if you werent picky precise i might not find you as interesting to talk to,negative
 awee,neutral
 you will be succesful  love you,positive
yeaaaah tangerang in vacation,neutral
yah me too,neutral
i lost 15 dollars i always lose my money,neutral
well looks like it is going to be another night without my snuggle bug  missing my big girl,negative
 but it is a good one,positive
_shannon1234 shannie im so sorry didnt mean to upset you i just thought you would find it cute  im sorry dont be sad,negative
totally the best part of my day was studying with   haha ok now im really leaving hollys and ill be there shortly peace,positive
going to clean my room but thats not hard i keep my room pretty clean reallyanyway i could still be doing better things,neutral
got approximately 3 hours of sleep last nighti love my life,positive
bad week for connectivityarlington panera wifi sucks maybe head to legal seafoods at airport dangmissing metaverse u stream,negative
 we have mice in our attic who clog dance,neutral
i need to make more of an effort to meet some of my best online friends like   3 but  the money it costs d,neutral
 dude same  it hurts,negative
 wish i was in dallas can i still say ow lol hey u spelled my name wrong  its all good thanks for ff love,positive
fall down,neutral
in study hall with brittneyy,neutral
_flo well thats not nice hope ur all good now,neutral
ive been reading up on sims 3 genetics on the sims 2 forums apparently hair dye is passed on to offspring im very disappointed,negative
 dont know yet no word   hopeful though and some good stuff happening lately so im getting excited,positive
 httptwitpiccom4jguu  wow that is pretty  x,positive
 thats great i was never so good at the jump roping,neutral
 the cast of true blood was there,neutral
 morning you,neutral
new phone  zero contacts  poo send me a message with your name so i can save your numbers thanks,positive
working on something exciting and i cannot tweet about it for several months,neutral
 u were great as always but cant we do an east germany on noko or at least provoke them  then go in 4 the kill,positive
 its a nice pair of shoes i checked other nike shoes if its worth buying it is,positive
so my coworkerfriend told me the manager who sent me home is afraid shes in trouble for sending me home haha dumb ,negative
 wat u doin my bad im mixin this song,negative
 can i help in any way,positive
signing out for the night  have a good sunday night all,positive
 i just got two tickets one for speeding and one for tinted windows,neutral
 cleaning the house going out at 3 to see a soccergame with friends,neutral
and thanks for the gorgeous flowers,positive
its good to be home,positive
ap north korea could opt for devastating land assault httptinyurlcomnmg9ht via _report scary talk to say the least  mm,negative
i need to go out of office again i am melting,neutral
back home after a funeral for my wifes grandfather today  now its time for homework,neutral
httptwitpiccom4wtii  new hair going to greeattt use,positive
test another update sorry for bothering all of u guys,negative
calling it a night  talk to yall tomorrow,neutral
  that sucks,negative
happy mothers day to my mom and all the mothers in the world,positive
i want to join drama practice today but i cant,neutral
3breakupwords you have changed,neutral
 oh ok  well im sendin lots of love ,positive
 nooooooooou never call me anymore  lolbut ive been good toorick ross is in town might go 2 his show 2nite ,positive
 ill get my size 40s out now straight to the post office  see you later hun,neutral
 did she tell you why she hasnt i miss my boge,negative
_possa happy happy bday baby girl love ya hope you get everything you want,positive
 haha i just realised it sounded a lot like stellllaaa lol anyhoo i got ur facebook msg and will start working soon hopefully,positive
ok      love you girls but work beckons  will come back later for twpp,neutral
  sounds like jeff has the best job in the world,positive
just spent an hour trying to get the newborn bird in my front garden to fly poor baby  no success,negative
someone doesnt feel good,negative
good morning people have a great day,positive
 u can see i just twitted them if its the real xmsirius that is let me know any other contact info lets transmit this,neutral
i wish i could twitter from the book expo but the reception at the javitz is horrible,negative
 100000  60  1667 wordsday  1667  10  167 wordshour  167  60  28 wordsminute  no pressure,positive
 in august with anberlin theyre not headlining though  and yes there is a perth show,neutral
got some new clothes  and series one of supernatural on dvd,neutral
 shout out to nikkipleassseee   soulja boy tell em live live  httpustream2uhs,neutral
i love googles mothers day theme  httptrimjtl8,positive
_tha lol  congrats,positive
makin tea an its stressin me out,negative
 woah thats cool  just landed in london about 2 and12 hours agoi love the scenery beautiful ,positive
 thats terrible  i enjoy being with you every minute,neutral
 oh jealous though youre missing the fried potato bread,negative
  how vile are people they have to remove things that have a value,negative
 you should not be wasting the may bank holiday in the crappy north you should be down south in brighton where the partys at,negative
 punkrockchick25 haha no i just saw a commercial for it  you wouldnt kill me,neutral
 guess i missed out on more than beer and a good time,negative
watching my favorite tv shows on hulucom for free,positive
so full from a great lunch and now stuck in traffic,neutral
 well as i mother  grandma i am a bit in a kidding mode,positive
very very bad headache that is getting worse by the minute not better,negative
wants  to come back online so that he can talk about all the gossip and horrible things which transpired today,negative
 but but it was funny when i wrote it,positive
 thanks busy as  is good in my book,positive
only 1 tweet in the last 24 hours  nobody likes my tweetboard,negative
 thanks appreciate it,positive
yay my ears match,positive
 shes the ruddy manageress  2nd bad job from her i can never find a good place beyond 1 or 2 cuts,negative
wonders if anyone would care if she died tomorrow,negative
 laundry instead of sitting here that darn laundry keeps mocking me,negative
unstable broadband and electricity taking toll on my mental stability,negative
 grr  naplan just finished my commerce  geo exams  good luck y,positive
nice weatherlooks like its going to rain here in delhi,positive
my tweetdeck wont pull up,neutral
that little boy that drowned yesterday lived in our subdivision and went to nicoles school so so sad,negative
an ultimatum is an ultimatum no matter how you dress it up  and that sucks,negative
 i know dont tell anyone  i dont know if my dad told the famz yet i think im taking it online,neutral
 oooh you just spoiled my teenage fantasy,negative
its been so nice all day and now it looks like its going to rainjust when i was getting excited about taking photos when i get home,positive
yay i just fixed my blogs css problem that messed up the design,neutral
 ohh yeahh  im probs gonna be a loner to start with thanks to the person i was gonna go with be a ,negative
wondering why its so cold  the skylight is open  i left the gas on this morning,negative
new forum thread  first typhoon of the season is not headed to okinawa  made you look  httptinyurlcomdm4b3q,neutral
ill be grand,neutral
 i love my mom tooo,positive
i had the best day ever i missed him more tomorrow too,positive
thingsmummysaid you need to learn to wash dishes and do laundry because i wont always be here to do them for you she was right,positive
 yea  its mostly bc i couldnt sleep but oh well lunch time will come soon,neutral
 ahhh im drinking some too and bride wars is really good,positive
 im missin out on all the fun aww  cryin lol,negative
 thanks that was gonna be my next tweetyou the man  figuratively speaking,positive
 yeah trimet says its a 1hr trip i get home at 630645ish so wed arrive just as everyone was leaving,neutral
cottin with emilyyyyyyyy,neutral
_simple_girl  i have to miss the festivities this evening  heading up the hill and wont have internet and no bb service,negative
 i have popcorn and fruitcake nowbut its just not the same as chocolate,neutral
_g ive been sneezing and felt like a trainwreck for the last two weeks myself but its not piggystuff  so were good then,neutral
_wockeez im missin u guys by a day ill b there tomorrow  butttt see u june 18th with the blockkkkk,negative
this is absurd  i feel like a dipping in the pool real quick  its too bad i dont have a poool,negative
going to get a pedicure and the to cpk for lunch,neutral
why did everyone seem to leave me this weekend  sigh in bed,negative
going into town later to get myself a birthday present  an ipod touch will do nicely i think,positive
im off to bed head just wont stop giving me pain ahgg let this sinus allergy whatever you are be over tomorrow sogni doro,negative
at the bus stop theres always a big pile of loogies so gross,positive
 well keep me posted if it comes out fully thanks,positive
happy star wars day,positive
thanks all for coming out tonight hope ya had fun,positive
 i mean give lol with a finger then crash her car lol jk thats bad just ignore her,neutral
things are looking better and better i think i might be quite happy,positive
had fun at the airshow with the boys today  exhausted,neutral
marley and me is the saddest movie ever i never cry in movies but this movie mad me cry,negative
one of my cats is sick,negative
just left brooklyn going uptown for some latin coffee with a dollar sandwich cant find that in downtown brooklyn where brooklyn ,neutral
i cant find my camera,negative
i think that im the only 1 on,positive
is feelin it,neutral
im the bird with broken wings shes the song i love to sing  you know who you are ,positive
 rofl room is too small to dance,neutral
_mmmichelle youre in france cheri,neutral
 that made me cry  poor hollie ,negative
ok time to head into urban outfitters to see what catches my eye then head home since this rain is hindering any more pics for the day,neutral
really annoyed that work appear to have blocked facebook now,negative
mothers day,neutral
_ printchick thx for sharen luv it,positive
 delegate  i am now eating pate on toast a my wife is editing yesterdays engagement shoot ,neutral
ha i think i really have lost it time to get ready for work,negative
 hell yea its hot here  i miss cali,negative
yes i done it at last  my homework is ready dx and i can go waaalkiiing because the sun is shining  oh yeah,positive
 you writing fanfic me read,neutral
 im saving up for a three burner weber for next year,neutral
  thanks mr dj,positive
i hate the new mt dew commercialthe one with a giant mosquitoit scares me and grosses me out all at the same time,negative
 ohh sorry  thats someone elses pic  my bad,negative
 hugs oh gosh im sorry,negative
_ yeeeah d lmao dentists arent nice  espesh after they decide your too old for goodie bags with stickers  awesome toothpaste,positive
 why do we need to wait another year for toy story 3,neutral
